,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd,file,0
434,5/1/2023 20:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,76,p2,30,1007,45,2.45,156,df (16),
435,5/1/2023 20:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,33,1006,44,2.28,180,df (16),
436,5/1/2023 20:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,29,1008,75,5.0,186,df (16),
437,5/1/2023 20:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,29,1009,80,2.81,188,df (16),
438,5/1/2023 20:20,TH-50,Chiang Mai,Chiang Mai,Thailand,78,p2,32,1007,43,2.06,220,df (16),
439,5/1/2023 20:20,TH-52,Hang Chat,Lampang,Thailand,126,p2,28,1007,59,1.22,172,df (16),
440,5/1/2023 21:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,32,1008,39,4.65,187,df (16),
441,5/1/2023 21:15,TH-11,Bang Phli,Samut Prakan,Thailand,81,p2,31,1008,62,3.09,160,df (16),
442,5/1/2023 21:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,78,p2,31,1008,53,3.6,150,df (16),
443,5/1/2023 21:17,TH-13,Khlong Luang,Pathum Thani,Thailand,61,p2,32,1009,57,3.6,150,df (16),
444,5/1/2023 21:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,31,1008,54,3.11,154,df (16),
445,5/1/2023 21:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,76,p2,29,1008,49,3.36,149,df (16),
446,5/1/2023 21:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,32,1008,45,2.42,173,df (16),
447,5/1/2023 21:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,29,1009,76,4.38,179,df (16),
448,5/1/2023 21:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,29,1010,78,2.44,177,df (16),
449,5/1/2023 21:20,TH-50,Chiang Mai,Chiang Mai,Thailand,84,p2,31,1009,48,2.06,260,df (16),
450,5/1/2023 21:20,TH-52,Hang Chat,Lampang,Thailand,151,p2,27,1008,62,0.91,259,df (16),
451,5/1/2023 22:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,32,1009,39,4.89,195,df (16),
452,5/1/2023 22:15,TH-11,Bang Phli,Samut Prakan,Thailand,86,p2,31,1009,66,3.6,180,df (16),
453,5/1/2023 22:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,86,p2,31,1009,54,2.57,190,df (16),
454,5/1/2023 22:17,TH-13,Khlong Luang,Pathum Thani,Thailand,63,p2,30,1010,70,2.57,190,df (16),
455,5/1/2023 22:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,28,1009,60,3.32,188,df (16),
456,5/1/2023 22:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,93,p2,28,1009,54,3.58,164,df (16),
457,5/1/2023 22:18,TH-16,Ban Mi,Lop Buri,Thailand,68,p2,31,1008,48,3.14,161,df (16),
458,5/1/2023 22:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1010,77,4.23,190,df (16),
459,5/1/2023 22:19,TH-21,Ban Khai,Rayong,Thailand,70,p2,29,1010,89,2.66,188,df (16),
460,5/1/2023 22:20,TH-50,Chiang Mai,Chiang Mai,Thailand,90,p2,31,1010,48,3.09,210,df (16),
461,5/1/2023 22:20,TH-52,Hang Chat,Lampang,Thailand,131,p2,27,1010,65,1.14,294,df (16),
462,5/2/2023 2:15,TH-10,Phra Nakhon,Bangkok,Thailand,93,p2,30,1007,42,4.6,200,df (17),
463,5/2/2023 2:15,TH-11,Bang Phli,Samut Prakan,Thailand,88,p2,29,1009,74,1.03,0,df (17),
464,5/2/2023 2:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,80,p2,30,1009,61,1.03,120,df (17),
465,5/2/2023 2:17,TH-13,Khlong Luang,Pathum Thani,Thailand,92,p2,29,1009,87,1.03,120,df (17),
466,5/2/2023 2:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,96,p2,27,1007,76,2.93,211,df (17),
467,5/2/2023 2:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,108,p2,27,1007,72,3.24,203,df (17),
468,5/2/2023 2:18,TH-16,Ban Mi,Lop Buri,Thailand,72,p2,30,1007,67,3.18,209,df (17),
469,5/2/2023 2:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1008,78,3.95,210,df (17),
470,5/2/2023 2:19,TH-21,Ban Khai,Rayong,Thailand,72,p2,28,1009,90,1.98,227,df (17),
471,5/2/2023 2:20,TH-50,Chiang Mai,Chiang Mai,Thailand,88,p2,26,1010,74,1.03,0,df (17),
472,5/2/2023 2:20,TH-52,Hang Chat,Lampang,Thailand,170,p2,25,1008,71,1.07,314,df (17),
473,5/2/2023 3:17,TH-10,Phra Nakhon,Bangkok,Thailand,93,p2,29,1007,58,3.66,196,df (17),
474,5/2/2023 3:17,TH-11,Bang Phli,Samut Prakan,Thailand,80,p2,29,1008,79,1.54,180,df (17),
475,5/2/2023 3:18,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,79,p2,29,1008,75,1.54,100,df (17),
476,5/2/2023 3:19,TH-13,Khlong Luang,Pathum Thani,Thailand,84,p2,29,1008,89,1.54,100,df (17),
477,5/2/2023 3:19,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,101,p2,27,1007,77,3.02,202,df (17),
478,5/2/2023 3:20,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,108,p2,27,1007,74,3.05,199,df (17),
479,5/2/2023 3:20,TH-16,Ban Mi,Lop Buri,Thailand,72,p2,29,1007,70,3.02,201,df (17),
480,5/2/2023 3:21,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1007,78,3.49,214,df (17),
481,5/2/2023 3:21,TH-21,Ban Khai,Rayong,Thailand,72,p2,28,1008,90,1.7,251,df (17),
482,5/2/2023 3:22,TH-50,Chiang Mai,Chiang Mai,Thailand,92,p2,26,1009,74,1.03,0,df (17),
483,5/2/2023 3:22,TH-52,Hang Chat,Lampang,Thailand,171,p2,25,1008,72,0.98,306,df (17),
484,5/2/2023 4:15,TH-10,Phra Nakhon,Bangkok,Thailand,93,p2,30,1007,58,3.09,202,df (17),
485,5/2/2023 4:15,TH-11,Bang Phli,Samut Prakan,Thailand,74,p2,29,1008,79,1.03,0,df (17),
486,5/2/2023 4:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,76,p2,29,1008,75,0.0,0,df (17),
487,5/2/2023 4:16,TH-13,Khlong Luang,Pathum Thani,Thailand,78,p2,29,1008,89,0.0,0,df (17),
488,5/2/2023 4:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,109,p2,26,1007,77,2.84,195,df (17),
489,5/2/2023 4:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,97,p2,26,1007,75,2.32,189,df (17),
490,5/2/2023 4:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,29,1007,71,2.69,194,df (17),
491,5/2/2023 4:19,TH-20,Na Kluea,Chon Buri,Thailand,76,p2,28,1007,79,3.03,218,df (17),
492,5/2/2023 4:19,TH-21,Ban Khai,Rayong,Thailand,78,p2,28,1008,90,1.35,260,df (17),
493,5/2/2023 4:20,TH-50,Chiang Mai,Chiang Mai,Thailand,93,p2,25,1009,73,1.03,350,df (17),
494,5/2/2023 4:20,TH-52,Hang Chat,Lampang,Thailand,169,p2,25,1008,73,0.99,323,df (17),
495,5/2/2023 5:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,29,1008,60,2.75,203,df (17),
496,5/2/2023 5:15,TH-11,Bang Phli,Samut Prakan,Thailand,70,p2,29,1008,79,2.06,90,df (17),
497,5/2/2023 5:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,70,p2,29,1008,79,1.03,0,df (17),
498,5/2/2023 5:17,TH-13,Khlong Luang,Pathum Thani,Thailand,84,p2,28,1008,92,1.03,0,df (17),
499,5/2/2023 5:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,116,p2,27,1008,78,2.13,195,df (17),
500,5/2/2023 5:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,99,p2,27,1008,77,1.68,187,df (17),
501,5/2/2023 5:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,29,1008,73,2.33,198,df (17),
502,5/2/2023 5:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1008,79,2.98,219,df (17),
503,5/2/2023 5:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,27,1009,92,0.99,219,df (17),
504,5/2/2023 5:20,TH-50,Chiang Mai,Chiang Mai,Thailand,92,p2,26,1010,65,2.57,360,df (17),
505,5/2/2023 5:20,TH-52,Hang Chat,Lampang,Thailand,166,p2,24,1008,74,0.94,329,df (17),
506,5/2/2023 6:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,29,1008,57,2.56,200,df (17),
507,5/2/2023 6:15,TH-11,Bang Phli,Samut Prakan,Thailand,68,p2,28,1008,83,2.06,0,df (17),
508,5/2/2023 6:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,83,p2,28,1008,77,2.06,60,df (17),
509,5/2/2023 6:17,TH-13,Khlong Luang,Pathum Thani,Thailand,88,p2,28,1009,91,2.06,60,df (17),
510,5/2/2023 6:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,111,p2,27,1008,79,1.35,204,df (17),
511,5/2/2023 6:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,99,p2,27,1008,78,1.45,189,df (17),
512,5/2/2023 6:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,29,1008,74,2.32,187,df (17),
513,5/2/2023 6:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,27,1008,81,2.72,210,df (17),
514,5/2/2023 6:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,27,1009,96,0.79,197,df (17),
515,5/2/2023 6:20,TH-50,Chiang Mai,Chiang Mai,Thailand,94,p2,24,1010,78,2.57,340,df (17),
516,5/2/2023 6:20,TH-52,Hang Chat,Lampang,Thailand,168,p2,24,1009,74,0.55,299,df (17),
517,5/2/2023 7:15,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,30,1009,61,2.6,191,df (17),
518,5/2/2023 7:15,TH-11,Bang Phli,Samut Prakan,Thailand,81,p2,29,1009,83,1.54,30,df (17),
519,5/2/2023 7:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,93,p2,30,1009,79,1.03,0,df (17),
520,5/2/2023 7:17,TH-13,Khlong Luang,Pathum Thani,Thailand,78,p2,29,1010,91,1.03,0,df (17),
521,5/2/2023 7:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,118,p2,27,1009,73,1.36,202,df (17),
522,5/2/2023 7:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,27,1009,72,1.87,189,df (17),
523,5/2/2023 7:18,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,29,1009,70,3.04,187,df (17),
524,5/2/2023 7:19,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,28,1009,77,2.38,188,df (17),
525,5/2/2023 7:19,TH-21,Ban Khai,Rayong,Thailand,51,p2,29,1010,89,1.46,167,df (17),
526,5/2/2023 7:20,TH-50,Chiang Mai,Chiang Mai,Thailand,101,p2,25,1011,73,0.51,0,df (17),
527,5/2/2023 7:20,TH-52,Hang Chat,Lampang,Thailand,168,p2,26,1010,69,0.56,259,df (17),
528,5/2/2023 5:15:27,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,29,1008,60,2.75,203,df (18),
529,5/2/2023 5:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,70,p2,29,1008,79,2.06,90,df (18),
530,5/2/2023 5:16:29,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,70,p2,29,1008,79,1.03,0,df (18),
531,5/2/2023 5:17:00,TH-13,Khlong Luang,Pathum Thani,Thailand,84,p2,28,1008,92,1.03,0,df (18),
532,5/2/2023 5:17:31,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,116,p2,27,1008,78,2.13,195,df (18),
533,5/2/2023 5:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,99,p2,27,1008,77,1.68,187,df (18),
534,5/2/2023 5:18:33,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,29,1008,73,2.33,198,df (18),
535,5/2/2023 5:19:04,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1008,79,2.98,219,df (18),
536,5/2/2023 5:19:35,TH-21,Ban Khai,Rayong,Thailand,53,p2,27,1009,92,0.99,219,df (18),
537,5/2/2023 5:20:06,TH-50,Chiang Mai,Chiang Mai,Thailand,92,p2,26,1010,65,2.57,360,df (18),
538,5/2/2023 5:20:37,TH-52,Hang Chat,Lampang,Thailand,166,p2,24,1008,74,0.94,329,df (18),
539,5/2/2023 6:15:27,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,29,1008,57,2.56,200,df (18),
540,5/2/2023 6:15:58,TH-11,Bang Phli,Samut Prakan,Thailand,68,p2,28,1008,83,2.06,0,df (18),
541,5/2/2023 6:16:29,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,83,p2,28,1008,77,2.06,60,df (18),
542,5/2/2023 6:17:00,TH-13,Khlong Luang,Pathum Thani,Thailand,88,p2,28,1009,91,2.06,60,df (18),
543,5/2/2023 6:17:31,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,111,p2,27,1008,79,1.35,204,df (18),
544,5/2/2023 6:18:02,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,99,p2,27,1008,78,1.45,189,df (18),
545,5/2/2023 6:18:32,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,29,1008,74,2.32,187,df (18),
546,5/2/2023 6:19:03,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,27,1008,81,2.72,210,df (18),
547,5/2/2023 6:19:35,TH-21,Ban Khai,Rayong,Thailand,53,p2,27,1009,96,0.79,197,df (18),
548,5/2/2023 6:20:06,TH-50,Chiang Mai,Chiang Mai,Thailand,94,p2,24,1010,78,2.57,340,df (18),
549,5/2/2023 6:20:36,TH-52,Hang Chat,Lampang,Thailand,168,p2,24,1009,74,0.55,299,df (18),
550,5/2/2023 7:15:28,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,30,1009,61,2.6,191,df (18),
551,5/2/2023 7:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,81,p2,29,1009,83,1.54,30,df (18),
552,5/2/2023 7:16:30,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,93,p2,30,1009,79,1.03,0,df (18),
553,5/2/2023 7:17:01,TH-13,Khlong Luang,Pathum Thani,Thailand,78,p2,29,1010,91,1.03,0,df (18),
554,5/2/2023 7:17:32,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,118,p2,27,1009,73,1.36,202,df (18),
555,5/2/2023 7:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,27,1009,72,1.87,189,df (18),
556,5/2/2023 7:18:35,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,29,1009,70,3.04,187,df (18),
557,5/2/2023 7:19:05,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,28,1009,77,2.38,188,df (18),
558,5/2/2023 7:19:37,TH-21,Ban Khai,Rayong,Thailand,51,p2,29,1010,89,1.46,167,df (18),
559,5/2/2023 7:20:08,TH-50,Chiang Mai,Chiang Mai,Thailand,101,p2,25,1011,73,0.51,0,df (18),
560,5/2/2023 7:20:40,TH-52,Hang Chat,Lampang,Thailand,168,p2,26,1010,69,0.56,259,df (18),
561,5/2/2023 8:15:28,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,30,1010,64,2.74,188,df (18),
562,5/2/2023 8:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,111,p2,30,1010,79,2.57,90,df (18),
563,5/2/2023 8:16:30,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,109,p2,30,1011,73,1.54,100,df (18),
564,5/2/2023 8:17:01,TH-13,Khlong Luang,Pathum Thani,Thailand,81,p2,30,1010,84,1.54,100,df (18),
565,5/2/2023 8:17:32,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,128,p2,30,1010,65,2.15,198,df (18),
566,5/2/2023 8:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,30,1010,63,2.34,192,df (18),
567,5/2/2023 8:18:34,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,31,1010,61,3.27,190,df (18),
568,5/2/2023 8:19:05,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,29,1010,72,2.93,175,df (18),
569,5/2/2023 8:19:37,TH-21,Ban Khai,Rayong,Thailand,51,p2,30,1011,85,2.2,168,df (18),
570,5/2/2023 8:20:09,TH-50,Chiang Mai,Chiang Mai,Thailand,111,p2,28,993,70,1.03,0,df (18),
571,5/2/2023 8:20:41,TH-52,Hang Chat,Lampang,Thailand,167,p2,29,1011,59,0.69,243,df (18),
572,5/2/2023 9:15:28,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,32,1010,63,2.53,195,df (18),
573,5/2/2023 9:16:01,TH-11,Bang Phli,Samut Prakan,Thailand,88,p2,32,1010,70,1.54,120,df (18),
574,5/2/2023 9:16:32,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,92,p2,32,1011,69,1.54,120,df (18),
575,5/2/2023 9:17:04,TH-13,Khlong Luang,Pathum Thani,Thailand,80,p2,32,1011,80,1.54,120,df (18),
576,5/2/2023 9:17:36,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,128,p2,31,1010,57,2.8,189,df (18),
577,5/2/2023 9:18:07,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,31,1010,55,2.93,186,df (18),
578,5/2/2023 9:18:39,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,33,1010,52,3.2,189,df (18),
579,5/2/2023 9:19:10,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,32,1011,66,3.69,180,df (18),
580,5/2/2023 9:19:42,TH-21,Ban Khai,Rayong,Thailand,51,p2,32,1011,75,2.7,177,df (18),
581,5/2/2023 9:20:14,TH-50,Chiang Mai,Chiang Mai,Thailand,104,p2,30,987,56,2.57,160,df (18),
582,5/2/2023 9:20:45,TH-52,Hang Chat,Lampang,Thailand,163,p2,33,1011,52,0.72,217,df (18),
583,5/2/2023 10:15:27,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,35,1010,49,3.02,193,df (18),
584,5/2/2023 10:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,63,p2,33,1011,66,1.54,0,df (18),
585,5/2/2023 10:16:30,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,88,p2,34,1011,58,2.06,160,df (18),
586,5/2/2023 10:17:01,TH-13,Khlong Luang,Pathum Thani,Thailand,76,p2,34,1011,75,2.06,160,df (18),
587,5/2/2023 10:17:32,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,92,p2,32,1010,50,2.93,193,df (18),
588,5/2/2023 10:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,117,p2,32,1010,48,3.43,182,df (18),
589,5/2/2023 10:18:34,TH-16,Ban Mi,Lop Buri,Thailand,89,p2,35,1010,45,3.28,178,df (18),
590,5/2/2023 10:19:05,TH-20,Na Kluea,Chon Buri,Thailand,66,p2,33,1011,64,3.88,188,df (18),
591,5/2/2023 10:19:36,TH-21,Ban Khai,Rayong,Thailand,46,p2,31,1012,74,3.56,177,df (18),
592,5/2/2023 10:20:07,TH-50,Chiang Mai,Chiang Mai,Thailand,102,p2,31,985,48,2.57,220,df (18),
593,5/2/2023 10:20:37,TH-52,Hang Chat,Lampang,Thailand,163,p2,34,1011,49,1.26,196,df (18),
594,4/26/2023 13:15,TH-10,Phra Nakhon,Bangkok,Thailand,80,p2,26,1008,46,3.36,160,df (2),
595,4/26/2023 13:15,TH-11,Bang Phli,Samut Prakan,Thailand,41,p2,26,1010,83,2.57,200,df (2),
596,4/26/2023 13:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,29,p2,28,1011,78,4.63,190,df (2),
597,4/26/2023 13:17,TH-13,Khlong Luang,Pathum Thani,Thailand,33,p2,29,1011,89,4.63,190,df (2),
598,4/26/2023 13:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,94,p2,30,1007,44,0.85,146,df (2),
599,4/26/2023 13:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,83,p2,37,1007,42,1.84,201,df (2),
600,4/26/2023 13:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,37,1007,37,1.91,92,df (2),
601,4/26/2023 13:19,TH-20,Na Kluea,Chon Buri,Thailand,66,p2,31,1008,56,1.99,120,df (2),
602,4/26/2023 13:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,31,1009,67,3.15,139,df (2),
603,4/26/2023 13:20,TH-50,Chiang Mai,Chiang Mai,Thailand,153,p2,37,989,36,2.57,0,df (2),
604,4/26/2023 13:20,TH-52,Hang Chat,Lampang,Thailand,119,p2,36,1006,39,3.13,139,df (2),
605,4/26/2023 14:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,28,1007,49,4.1,171,df (2),
606,4/26/2023 14:15,TH-11,Bang Phli,Samut Prakan,Thailand,53,p2,26,1008,83,0.51,0,df (2),
607,4/26/2023 14:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,23,p2,29,1009,65,2.06,170,df (2),
608,4/26/2023 14:17,TH-13,Khlong Luang,Pathum Thani,Thailand,25,p2,30,1009,82,2.06,170,df (2),
609,4/26/2023 14:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,70,p2,31,1006,42,1.88,145,df (2),
610,4/26/2023 14:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,37,1006,40,1.69,177,df (2),
611,4/26/2023 14:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,37,1005,37,2.1,130,df (2),
612,4/26/2023 14:19,TH-20,Na Kluea,Chon Buri,Thailand,57,p2,31,1007,58,2.58,141,df (2),
613,4/26/2023 14:19,TH-21,Ban Khai,Rayong,Thailand,57,p2,31,1008,63,3.79,160,df (2),
614,4/26/2023 14:20,TH-50,Chiang Mai,Chiang Mai,Thailand,146,p2,38,988,33,3.09,150,df (2),
615,4/26/2023 14:20,TH-52,Hang Chat,Lampang,Thailand,97,p2,38,1005,37,1.96,165,df (2),
616,4/26/2023 15:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,30,1005,56,3.14,155,df (2),
617,4/26/2023 15:15,TH-11,Bang Phli,Samut Prakan,Thailand,59,p2,31,1006,53,3.59,166,df (2),
618,4/26/2023 15:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,29,p2,30,1008,60,1.54,0,df (2),
619,4/26/2023 15:17,TH-13,Khlong Luang,Pathum Thani,Thailand,29,p2,31,1008,80,1.54,0,df (2),
620,4/26/2023 15:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,65,p2,31,1005,41,3.0,133,df (2),
621,4/26/2023 15:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,37,1005,41,2.57,121,df (2),
622,4/26/2023 15:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,37,1005,40,2.81,126,df (2),
623,4/26/2023 15:19,TH-20,Na Kluea,Chon Buri,Thailand,57,p2,30,1006,60,4.21,158,df (2),
624,4/26/2023 15:19,TH-21,Ban Khai,Rayong,Thailand,57,p2,29,1008,70,3.99,168,df (2),
625,4/26/2023 15:20,TH-50,Chiang Mai,Chiang Mai,Thailand,131,p2,35,988,43,8.23,160,df (2),
626,4/26/2023 15:20,TH-52,Hang Chat,Lampang,Thailand,82,p2,36,1005,22,1.7,311,df (2),
627,4/26/2023 16:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,31,1004,44,3.6,156,df (2),
628,4/26/2023 16:15,TH-11,Bang Phli,Samut Prakan,Thailand,59,p2,27,1006,74,1.54,310,df (2),
629,4/26/2023 16:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,33,p2,31,1007,60,1.54,200,df (2),
630,4/26/2023 16:16,TH-13,Khlong Luang,Pathum Thani,Thailand,31,p2,33,1007,66,1.54,200,df (2),
631,4/26/2023 16:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,82,p2,36,1004,42,3.78,129,df (2),
632,4/26/2023 16:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,37,1004,39,1.85,115,df (2),
633,4/26/2023 16:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,37,1004,38,0.53,160,df (2),
634,4/26/2023 16:19,TH-20,Na Kluea,Chon Buri,Thailand,68,p2,30,1005,60,2.96,147,df (2),
635,4/26/2023 16:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,29,1007,70,2.28,122,df (2),
636,4/26/2023 16:20,TH-50,Chiang Mai,Chiang Mai,Thailand,117,p2,32,982,50,7.2,180,df (2),
637,4/26/2023 16:20,TH-52,Hang Chat,Lampang,Thailand,69,p2,32,1007,75,3.13,310,df (2),
638,4/26/2023 17:15,TH-10,Phra Nakhon,Bangkok,Thailand,76,p2,31,1004,44,4.08,165,df (2),
639,4/26/2023 17:15,TH-11,Bang Phli,Samut Prakan,Thailand,65,p2,32,1005,53,3.68,169,df (2),
640,4/26/2023 17:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,45,p2,32,1006,64,1.54,160,df (2),
641,4/26/2023 17:17,TH-13,Khlong Luang,Pathum Thani,Thailand,37,p2,33,1007,68,1.54,160,df (2),
642,4/26/2023 17:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,114,p2,34,1004,44,3.3,156,df (2),
643,4/26/2023 17:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,80,p2,36,1004,41,2.73,162,df (2),
644,4/26/2023 17:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1003,37,1.22,230,df (2),
645,4/26/2023 17:19,TH-20,Na Kluea,Chon Buri,Thailand,70,p2,31,1005,64,3.39,162,df (2),
646,4/26/2023 17:19,TH-21,Ban Khai,Rayong,Thailand,51,p2,30,1007,79,2.52,128,df (2),
647,4/26/2023 17:20,TH-50,Chiang Mai,Chiang Mai,Thailand,121,p2,30,979,47,6.17,240,df (2),
648,4/26/2023 17:20,TH-52,Hang Chat,Lampang,Thailand,74,p2,26,1006,76,4.14,241,df (2),
649,4/26/2023 18:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,30,1005,63,4.71,175,df (2),
650,4/26/2023 18:15,TH-11,Bang Phli,Samut Prakan,Thailand,72,p2,31,1005,57,4.08,181,df (2),
651,4/26/2023 18:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,59,p2,31,1007,65,2.57,170,df (2),
652,4/26/2023 18:17,TH-13,Khlong Luang,Pathum Thani,Thailand,29,p2,32,1008,69,2.57,170,df (2),
